brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,crawl_date,checked_baggage,hand_luggage
Vietnam Airlines,978.021 VND/khách,05:45,23 thg 4,23 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,798.000 VND/khách,15:35,23 thg 4,23 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,978.021 VND/khách,08:55,23 thg 4,23 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,978.021 VND/khách,21:10,23 thg 4,23 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.150.848 VND/khách,17:25,23 thg 4,23 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,971.028 VND/khách,05:45,23 thg 4,23 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
VietJet Air,799.995 VND/khách,15:35,23 thg 4,23 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,982.017 VND/khách,08:55,23 thg 4,23 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,982.017 VND/khách,21:10,23 thg 4,23 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,1.155.843 VND/khách,17:25,23 thg 4,23 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,971.250 VND/khách,05:45,23 thg 4,23 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,839.148 VND/khách,15:35,23 thg 4,23 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,971.250 VND/khách,08:55,23 thg 4,23 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,971.250 VND/khách,21:10,23 thg 4,23 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.152.900 VND/khách,17:25,23 thg 4,23 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.141.027 VND/khách,05:45,23 thg 4,23 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,799.995 VND/khách,15:35,23 thg 4,23 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.235.763 VND/khách,17:25,23 thg 4,23 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.140.270 VND/khách,15:35,24 thg 4,24 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Bamboo Airways,1.217.700 VND/khách,16:45,24 thg 4,24 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,1.247.511 VND/khách,05:45,24 thg 4,24 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,1.247.511 VND/khách,08:55,24 thg 4,24 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,1.571.286 VND/khách,17:25,24 thg 4,24 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,1.671.624 VND/khách,10:15,24 thg 4,24 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,1.135.794 VND/khách,05:45,24 thg 4,24 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
VietJet Air,1.163.280 VND/khách,15:35,24 thg 4,24 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Bamboo Airways,1.217.700 VND/khách,16:45,24 thg 4,24 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,1.247.511 VND/khách,08:55,24 thg 4,24 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,1.359.229 VND/khách,10:15,24 thg 4,24 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,1.571.286 VND/khách,17:25,24 thg 4,24 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Bamboo Airways,1.085.475 VND/khách,16:45,24 thg 4,24 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,1.137.142 VND/khách,05:45,24 thg 4,24 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
VietJet Air,1.174.100 VND/khách,15:35,24 thg 4,24 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,1.248.992 VND/khách,08:55,24 thg 4,24 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,1.360.843 VND/khách,17:25,24 thg 4,24 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,1.472.693 VND/khách,10:15,24 thg 4,24 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Bamboo Airways,1.080.048 VND/khách,16:45,24 thg 4,24 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,1.109.889 VND/khách,05:45,24 thg 4,24 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
VietJet Air,1.167.135 VND/khách,15:35,24 thg 4,24 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,1.267.731 VND/khách,08:55,24 thg 4,24 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,1.371.627 VND/khách,17:25,24 thg 4,24 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Bamboo Airways,1.080.048 VND/khách,16:45,24 thg 4,24 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,1.135.021 VND/khách,05:45,24 thg 4,24 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
VietJet Air,1.143.255 VND/khách,15:35,24 thg 4,24 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,1.246.661 VND/khách,08:55,24 thg 4,24 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,1.358.304 VND/khách,17:25,24 thg 4,24 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Bamboo Airways,1.080.048 VND/khách,16:45,24 thg 4,24 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.111.887 VND/khách,05:45,24 thg 4,24 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.150.000 VND/khách,15:35,24 thg 4,24 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.277.721 VND/khách,08:55,24 thg 4,24 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.381.617 VND/khách,17:25,24 thg 4,24 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Bamboo Airways,1.080.048 VND/khách,16:45,24 thg 4,24 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.138.860 VND/khách,05:45,24 thg 4,24 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.146.240 VND/khách,15:35,24 thg 4,24 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.275.723 VND/khách,08:55,24 thg 4,24 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.382.616 VND/khách,17:25,24 thg 4,24 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.135.863 VND/khách,05:45,24 thg 4,24 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Bamboo Airways,1.080.048 VND/khách,16:45,24 thg 4,24 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
VietJet Air,1.136.153 VND/khách,15:35,24 thg 4,24 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.272.726 VND/khách,08:55,24 thg 4,24 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.379.619 VND/khách,17:25,24 thg 4,24 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.141.857 VND/khách,05:45,24 thg 4,24 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Bamboo Airways,1.080.048 VND/khách,16:45,24 thg 4,24 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
VietJet Air,1.140.143 VND/khách,15:35,24 thg 4,24 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,1.278.720 VND/khách,08:55,24 thg 4,24 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,1.382.616 VND/khách,17:25,24 thg 4,24 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,1.152.900 VND/khách,05:45,24 thg 4,24 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Bamboo Airways,1.111.950 VND/khách,16:45,24 thg 4,24 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
VietJet Air,1.180.561 VND/khách,15:35,24 thg 4,24 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.266.300 VND/khách,08:55,24 thg 4,24 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.379.700 VND/khách,17:25,24 thg 4,24 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.235.763 VND/khách,05:45,24 thg 4,24 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Bamboo Airways,1.080.048 VND/khách,16:45,24 thg 4,24 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
VietJet Air,1.139.145 VND/khách,15:35,24 thg 4,24 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Bamboo Airways,1.001.343 VND/khách,17:00,24 thg 4,24 thg 4,17:55,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",23-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
VietJet Air,1.087.275 VND/khách,15:35,24 thg 4,24 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",23-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.979.019 VND/khách,17:25,24 thg 4,24 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Đà Lạt (DLI)
Sân bay Liên Khương",23-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.302.455 VND/khách,15:35,25 thg 4,25 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,1.359.229 VND/khách,05:45,25 thg 4,25 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,1.359.229 VND/khách,08:55,25 thg 4,25 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,1.359.229 VND/khách,21:10,25 thg 4,25 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,1.671.624 VND/khách,10:15,25 thg 4,25 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
VietJet Air,1.297.923 VND/khách,15:35,25 thg 4,25 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,1.359.229 VND/khách,05:45,25 thg 4,25 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,1.359.229 VND/khách,08:55,25 thg 4,25 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,1.359.229 VND/khách,21:10,25 thg 4,25 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,1.970.572 VND/khách,10:15,25 thg 4,25 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,1.264.734 VND/khách,05:45,25 thg 4,25 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
VietJet Air,1.274.595 VND/khách,15:35,25 thg 4,25 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,1.367.631 VND/khách,21:10,25 thg 4,25 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,1.378.620 VND/khách,08:55,25 thg 4,25 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,1.378.620 VND/khách,10:15,25 thg 4,25 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,1.263.735 VND/khách,05:45,25 thg 4,25 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
VietJet Air,1.302.455 VND/khách,15:35,25 thg 4,25 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,1.377.621 VND/khách,08:55,25 thg 4,25 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,1.381.617 VND/khách,21:10,25 thg 4,25 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,1.472.574 VND/khách,10:15,25 thg 4,25 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,1.246.661 VND/khách,05:45,25 thg 4,25 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
VietJet Air,1.275.590 VND/khách,15:35,25 thg 4,25 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,1.358.304 VND/khách,08:55,25 thg 4,25 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,1.358.304 VND/khách,21:10,25 thg 4,25 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,1.469.944 VND/khách,10:15,25 thg 4,25 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,1.266.732 VND/khách,05:45,25 thg 4,25 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.309.000 VND/khách,15:35,25 thg 4,25 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.381.617 VND/khách,08:55,25 thg 4,25 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.385.613 VND/khách,21:10,25 thg 4,25 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.473.525 VND/khách,10:15,25 thg 4,25 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.267.731 VND/khách,05:45,25 thg 4,25 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
